File,Ground_Truth,Raw_STT,Corrected_STT,Trigger_Keyword,Matched_Menu,교정성공(키워드보존),RAG성공(카테고리일치)
JP13RC062_JP0009_20210801.wav,"어떻게 하면 친구를 깜짝 놀라게 해 줄 수 있을까 고민하다가, 제가 직접 쿠키와 빵을 만들어 주기로 결심했습니다. ",이렇게 하면 친구를 깜짝 놀라게 해 줄 수 있을까 고민하다가 제가 직접 끄기와 방을 만들어 주기로 결심했습니다.,이렇게 하면 친구를 깜짝 놀라게 해 줄 수 있을까 고민하다가 제가 직접 끄기와 방을 만들어 주기로 결심했습니다.,쿠키,['유자차'],X,X
JP10QC271_JP0193_20210807.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '가장 좋아하는 과일이 무엇인가요? 왜 그 과일을 좋아하나요?', 'AnswerLabelText': '가장 좋아하는 과일은 복숭아예요 달고 물도 많고 향기도 좋고 여름에 나온 과일이라 복숭아가 나오면 여름이 왔다고 느껴서 좋아요', 'SentenceSpeechLV': '상'}",가장 좋아하는 과일은 복숭화에요. 달고 물도 많고 향기도 줬고 여름에 나온 과일이라 복숭화가 나오면 여름이 왔다고 느껴서 좋아요.,가장 좋아하는 과일은 복숭화에요. 달고 물도 많고 향기도 줬고 여름에 나온 과일이라 복숭화가 나오면 여름이 왔다고 느껴서 좋아요.,복숭아,['복숭아 아이스티'],O,O
TH30QA299_TH0111_20210831.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '한국에서 카페에 가본 적이 있나요? 누구와 왜 갔나요? 무엇을 마셨나요?', 'AnswerLabelText': '네 한국에서 카페 많이 가 봤어요 보통 여자인 친구들이랑 가서 수다를 많이 떨어요 거기서 음/ 보통 녹차라떼 많이 마셔요', 'SentenceSpeechLV': '중'}",한국에서 카페 많이 가봤어요. 보통 여자인 친구들이랑 가서 수다를 많이 잇떨어요. 거기서 보통 녹차라 땜 많이 마셔요.,한국에서 디카페인 많이 가봤어요. 보통 여자인 친구들이랑 가서 수다를 많이 잇떨어요. 거기서 보통 녹차라떼 땜 많이 마셔요.,"라떼, 녹차라떼",['디카페인 아메리카노'],X,O
EN22RB034_EN0015_20210930.wav,"또 늦은 시간인데도 와줘서 고맙다고 하시며, 초코소라빵을 꺼내서 저에게도 먹어 보라고 주셨어요.",또 늦은 시간인데도 와줘서 고맙다고 하시며 초코 소럽방을 꺼내서 저에게도 먹어보라고 주셨어요,초코,초코,['ICE 초코'],O,O
JP20QB228_JP0209_20211112.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '간식을 자주 먹나요? 어떤 간식을 좋아하나요? 그 간식을 좋아하는 이유는 무엇인가요?', 'AnswerLabelText': '저는 간식을 자주 안 먹는 편이지만 먹을 때는 쿠키나 좀 단 음식을 먹습니다', 'SentenceSpeechLV': '상'}",저는 간식을 자주 안 먹는 편이지만 먹을 때는 쿠키나 좀 단 음식을 먹습니다.,저는 간식을 자주 안 먹는 편이지만 먹을 때는 쿠키나 좀 단 음식을 먹습니다.,쿠키,"['치즈 케익', '초코 케익', '허니브레드', '마카다미아 쿠키', '초콜릿 쿠키', '소금빵']",O,O
JP13RC062_JP0156_20210802.wav,"어떻게 하면 친구를 깜짝 놀라게 해 줄 수 있을까 고민하다가, 제가 직접 쿠키와 빵을 만들어 주기로 결심했습니다. ",어떻게 하면 진글로 깜짝 놀라게 해줄 수 있을까 고민하다가 제가 직접 국기화 빵으로 만들어주기로 결심했습니다.,어떻게 하면 진글로 깜짝 놀라게 해줄 수 있을까 고민하다가 제가 직접 국기화 빵으로 만들어주기로 결심했습니다.,쿠키,"['치즈 케익', '초코 케익', '허니브레드', '마카다미아 쿠키', '초콜릿 쿠키', '소금빵']",O,O
VN12RC046_VN0228_20210808.wav,"스무디를 시킨 친구는, 예전에 우유를 마시고 배가 아파 병원에 간 적이 있어서, 그 뒤로 우유가 든 라떼를 안 마신대요.",스무들은 시키인 진구는 예전에 커피를 마시고 뺄까 아파 봉원에 간 거허미 있어서 그 뒤로 커피른 전 대로 안 마신대요.,스무들은 시키인 진구는 예전에 커피를 마시고 뺄까 아파 봉원에 간 거허미 있어서 그 뒤로 커피른 전 대로 안 마신대요.,라떼,"['아메리카노', '카페라떼', '바닐라라떼', '연유라떼', '카페모카', '카라멜마끼아또', '에스프레소', 'ICE 아메리카노', 'ICE 카페라떼', 'ICE 바닐라라떼']",O,O
VN30QA299_VN0233_20210813.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '한국에서 카페에 가본 적이 있나요? 누구와 왜 갔나요? 무엇을 마셨나요?', 'AnswerLabelText': '한국에서 카페에 가 본 적이 있는데 친구들을 만나러 왔+ 갔어요 그곳에서 아메리카노를 마셨어요', 'SentenceSpeechLV': '중'}",한국에서 카페에 가본 적이 있는데 킹구드를 만나러 갔어요. 그곳에서 아메리카노 를 봤었어요.,한국에서 카페에 가본 적이 있는데 킹구드를 만나러 갔어요. 그곳에서 아메리카노 를 봤었어요.,아메리카노,['아메리카노'],O,O
VN12RC045_VN0156_20211121.wav,"우리는 흑당 라떼 세 잔과, 수박 스무디 한 잔이랑 청포도 주스 두 잔, 그리고 딸기 팥빙수를 주문했어요.",우리는 흑당 라떼 세잔과 수박 스무디 한잔이랑 청포도 주스 두잔 그리고 딸기 바삭 수을 주문했어요.,우리는 흑당 곡물라떼 세잔과 수박 스무디 한잔이랑 청포도 주스 두잔 그리고 딸기 바삭 수을 주문했어요.,라떼,['곡물라떼'],O,O
VN12RC045_VN0138_20210807.wav,"우리는 흑당 라떼 세 잔과, 수박 스무디 한 잔이랑 청포도 주스 두 잔, 그리고 딸기 팥빙수를 주문했어요.",우리는 아이스 아메리카노 세찬과 수박 스무디 한잔 딸기 생크림 케이크와 와플을 주문했어요.,ICE 아메리카노,라떼,['ICE 아메리카노'],X,O
JP20QB236_JP0089_20210801.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '일주일에 커피를 얼마나 마시나요? (예: 매일, 일주일에 두 번 등) 너무 많이 마신다고 생각된다면 어느 정도가 적당하다고 생각하나요?', 'AnswerLabelText': '저는 일 주일에 거의 매일 커피를 한 잔씩 마십니다 그래도 디카페인으로 마실 때도 있어서 하루에 한 잔 정도는 적당하다고 생각합니다', 'SentenceSpeechLV': '중'}",저는 일체 일에 거의 매일 커피를 한잔씩 마십니다. 그래도 디커벤으로 마실 때도 있어서 하루에 한잔 정도는 적당하다고 생각합니다.,저는 일체 일에 거의 매일 커피를 한잔씩 마십니다. 그래도 디커벤으로 마실 때도 있어서 하루에 정도는 적당하다고 생각합니다.,디카페인,"['아메리카노', '카페라떼', '바닐라라떼', '연유라떼', '카페모카', '카라멜마끼아또', '에스프레소', 'ICE 아메리카노', 'ICE 카페라떼', 'ICE 바닐라라떼']",X,O
JP20QB228_JP0130_20210828.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '간식을 자주 먹나요? 어떤 간식을 좋아하나요? 그 간식을 좋아하는 이유는 무엇인가요?', 'AnswerLabelText': '많이는 아니지만 가끔 먹습니다 공부를 하다가 집중이 안 될 때 초콜릿을 먹거나 음료를 먹을 때가 많습니다', 'SentenceSpeechLV': '상'}",많이는 아니지만 가끔 먹습니다. 건부를 하다가 집중이 안 될 때 초콜릿을 먹고나 음료를 먹을 때가 많습니다.,많이는 아니지만 가끔 먹습니다. 건부를 하다가 집중이 안 될 때 초콜릿 먹고나 음료를 먹을 때가 많습니다.,초콜릿,['초콜릿 쿠키'],O,O
JP12RC045_JP0251_20211114.wav,"우리는 차가운 아메리카노 세 잔과, 수박 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했습니다.",우리는 차강 아메리카노 세장과 수박숨을 이 한 장 그리고 달기 생크림 케이크를 주문했습니다,아메리카노,아메리카노,['아메리카노'],O,O
CN12RC045_CN0072_20210730.wav,"우리는 아이스 아메리카노 세 잔과, 산딸기 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했어요.",우리는 아이스 아메리카노 세 장과 산달기 스무디 한 장 그리고 딸기 생크림 케이크를 주문했어요,ICE 아메리카노,아메리카노,['ICE 아메리카노'],O,O
CN30QA299_CN0191_20210730.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '한국에서 카페에 가본 적이 있나요? 누구와 왜 갔나요? 무엇을 마셨나요?', 'AnswerLabelText': '저는 한국에서 카페는 항상 가요 왜냐면 친구랑 같이 카페 가고 사진 찍고 케이크도 먹고 얘기도 나누고요 저는 항상 아이스아메리카노 먹고요', 'SentenceSpeechLV': '중'}","저는 한국에서 카페는 항상 가요. 왜냐면 친구랑 같이 카페 가고, 찾은 찍고 케이크도 먹고, 얘기도 라로우고요. 저는 항상 아이스 아메뉴 가는 곳을 가요.","ICE 저는 한국에서 카페는 항상 가요. 왜냐면 친구랑 같이 카페 가고, 찾은 찍고 케이크도 먹고, 얘기도 라로우고요. 저는 항상 ICE 아메뉴 가는 곳을 가요.",아메리카노,['ICE 카라멜마끼아또'],X,O
TH12RC045_TH0093_20211104.wav,"우리는 아이스 아메리카노 세 잔과, 사과 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했어요.",우리는 아이스 아메리카노 세잔과 사과 스무티 한잔 그리고 딸기 생크림 케이크를 주문했어요.,ICE 아메리카노,아메리카노,['ICE 아메리카노'],O,O
CN10QC273_CN0003_20210730.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '아플 때 꼭 먹는 음식이 있나요? 왜 아플 때 그 음식을 먹나요?', 'AnswerLabelText': '저는 아플 때 복숭아를 꼭 먹고 싶습니다 어릴 때부터 아프면 엄마가 복숭아를 주셨습니다 그렇기 때문에 습관으로 아플 때마다 복숭아를 찾습니다', 'SentenceSpeechLV': '상'}",저는 아플 때의 복송화를 꼭 먹고 싶습니다. 어릴 때부터 아프면 엄마가 복송화를 주셨습니다. 그렇기 때문에 습관으로 아플 때마다 복송화를 찾습니다.,저는 아플 때의 복송화를 꼭 싶습니다. 어릴 때부터 아프면 엄마가 복송화를 주셨습니다. 그렇기 때문에 습관으로 아플 때마다 복송화를 찾습니다.,복숭아,"['핫초코', '녹차라떼', '곡물라떼', 'ICE 초코', 'ICE 녹차라떼', 'ICE 곡물라떼', '캐모마일', '페퍼민트', '레몬차', '유자차']",X,O
CN12RC045_CN0457_20211009.wav,"우리는 아이스 아메리카노 세 잔과, 산딸기 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했어요.",우리는 아이스 아메리카노 세장과 찬딸기 스무디 한잔 그리고 딸기 생크림 케이크를 주문했어요.,ICE 아메리카노,아메리카노,['ICE 아메리카노'],O,O
EX12RC045_EX0188_20210804.wav,"우리는 아이스 아메리카노 세 잔과, 수박 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했어요.",닌 fax smoothee hanjonge kerigotalki san korean khael koreal school,닌 fax smoothee hanjonge kerigotalki san korean khael koreal school,아메리카노,"['치즈 케익', '초코 케익', '허니브레드', '마카다미아 쿠키', '초콜릿 쿠키', '소금빵']",X,X
JP20QB228_JP0190_20210827.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '간식을 자주 먹나요? 어떤 간식을 좋아하나요? 그 간식을 좋아하는 이유는 무엇인가요?', 'AnswerLabelText': '간식은 매일 같이 먹어요 주로 쿠키라든가 초코 과자를 먹어요 뭐/ 좋아하는 이유는 그냥 맛있으니까요', 'SentenceSpeechLV': '상'}",간식은 매일 같이 먹어요. 주로 크키이라든가 조꼬 커져를 먹어요. 뭐 좋아하는 이유는 그냥 맛있으니까요.,간식은 매일 같이 먹어요. 주로 크키이라든가 조꼬 커져를 먹어요. 뭐 좋아하는 이유는 그냥 맛있으니까요.,"초코, 쿠키",['ICE 카라멜마끼아또'],X,X
VN10QC242_VN0339_20210827.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '가장 좋아하는 음료수는 무엇인가요? 여름과 겨울에 특별히 마시는 음료수가 있나요?', 'AnswerLabelText': '밀크티가 가장 좋아하고요 여름에 특별히 매실청을 얼음물에 타서 시원하게 마시고요 겨울에는 유자차를 따뜻하게 끓여서 마셔요', 'SentenceSpeechLV': '중'}",밀크티가 가장 좋아하고요. 여름에 특별히 메신청을 얼음문에 닿아서 시원하게 마시고요. 가을에는 유차차를 따뜻하게 끓여서 마셔요.,밀크티가 가장 좋아하고요. 여름에 특별히 메신청을 얼음문에 닿아서 시원하게 마시고요. 가을에는 유자차 따뜻하게 끓여서 마셔요.,유자차,['유자차'],O,O
EX10QC242_EX0270_20210811.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '가장 좋아하는 음료수는 무엇인가요? 여름과 겨울에 특별히 마시는 음료수가 있나요?', 'AnswerLabelText': '저는 민초단이라서 민트초코도 많이 먹고요 요새는 얼그레이 밀크티에 빠졌고요 음/ 그거 저는 사실 계절 상관 없이 언제든 먹을 수 있어요', 'SentenceSpeechLV': '중'}",저는 민추고단이라서 민트초코 노어 많이 먹고요 요새는 얼큰이 밀크 뒤에 맞았고요 그거 저는 사실 계절 상관없이 언제든 먹을 수 있어요,저는 민추고단이라서 초코 노어 많이 먹고요 요새는 얼큰이 밀크 뒤에 맞았고요 그거 저는 사실 계절 상관없이 언제든 먹을 수 있어요,초코,"['아메리카노', '카페라떼', '바닐라라떼', '연유라떼', '카페모카', '카라멜마끼아또', '에스프레소', 'ICE 아메리카노', 'ICE 카페라떼', 'ICE 바닐라라떼']",X,X
EX30QA299_EX0123_20210823.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '한국에서 카페에 가본 적이 있나요? 누구와 왜 갔나요? 무엇을 마셨나요?', 'AnswerLabelText': '한국에서 카페에 가 본 적이 있나요 누구와 왜 갔나요 무엇을 마셨나요 한국에서 카페에 가 본 적이 있습니다 친구가 같이 카페에 가면서 과외를 했습니다 그리고 카페에서는 아메리카노를 마셨습니다', 'SentenceSpeechLV': '중'}",한국에서 카페에 가본 적이 있나요? 누구도 왜 갔나요? 무엇을 마셨나요? 한국에서 카페에 가본 적이 있습니다. 친구가 같이 카페에 가면서 가을을 했습니다. 그리고 카페에서는 아메리칸 롤을 마셨습니다.,한국에서 카페에 가본 적이 있나요? 누구도 왜 갔나요? 무엇을 마셨나요? 한국에서 카페에 가본 적이 있습니다. 친구가 같이 카페에 가면서 가을을 했습니다. 그리고 카페에서는 아메리칸 롤을 마셨습니다.,아메리카노,"['치즈 케익', '초코 케익', '허니브레드', '마카다미아 쿠키', '초콜릿 쿠키', '소금빵']",X,X
CN30QA299_CN0044_20210810.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '한국에서 카페에 가본 적이 있나요? 누구와 왜 갔나요? 무엇을 마셨나요?', 'AnswerLabelText': '네 가본 적 있어요 항상 혼자 가요 음/ 아메리카노는 시키고 과제를 해요 sn/ 아/ 그리고 가끔씩 라테 같은 거도 시켜서 먹어요', 'SentenceSpeechLV': '중'}",네 가본 적이 있어요. 항상 혼자 가요. 음.. 아메리카노는 시키고 과제네해요. 그리고 가본 시 나한테 같은 거 넣을 수 있겨서 먹거에요.,네 가본 적이 있어요. 항상 혼자 가요. 음.. 아메리카노 시키고 과제네해요. 그리고 가본 시 나한테 같은 거 넣을 수 있겨서 먹거에요.,아메리카노,['아메리카노'],O,O
CN30QA299_CN0346_20211020.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '한국에서 카페에 가본 적이 있나요? 누구와 왜 갔나요? 무엇을 마셨나요?', 'AnswerLabelText': '한국에서 카페에 가본 적 있습니다 어/ 친구랑 어/ 자주 카+ 커피 한잔합니다 저는 주로 아메리카로 아메리카노를 마십니다', 'SentenceSpeechLV': '상'}","한국에서 카페에 가본 적 있습니다. 친구랑 자주 카페 커피 한잔 합니다. 저는 주로 아메리카노, 아메리카노, 주마십니다.",아메리카노,아메리카노,['아메리카노'],O,O
EX10QC242_EX0284_20210811.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '가장 좋아하는 음료수는 무엇인가요? 여름과 겨울에 특별히 마시는 음료수가 있나요?', 'AnswerLabelText': '여름에는 매실 식혜 어/ 과일 홍초 오미자를 좋아하고 겨울에는 유자차 대추차 생강차 레몬차 이런 거 마시는 게 좋아해요', 'SentenceSpeechLV': '중'}","여름에는 매실, 식게, 과일, 홍초, 오미자를 좋아하고 겨울에는 유제차, 대추차, 생강차, 레몬차 이런 거 맛있는 게 좋아해요.","여름에는 매실, 식게, 과일, 홍초, 오미자를 좋아하고 겨울에는 유자차 대추차, 생강차, 레몬차 이런 거 맛있는 게 좋아해요.","유자차, 레몬차",['레몬차'],O,O
JP20QB228_JP0200_20210904.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '간식을 자주 먹나요? 어떤 간식을 좋아하나요? 그 간식을 좋아하는 이유는 무엇인가요?', 'AnswerLabelText': '저는 간식을 자주 하는 편입니다 주로 식사 후에 커피와 같이 초콜릿을 먹습니다 초콜릿이랑 커피는 잘 어울리기 때문입니다', 'SentenceSpeechLV': '중'}",저는 간식을 자주 하는 편입니다. 주로 식사 후에 커피와 같이 초코레스를 먹습니다. 초코레지랑 커피는 잘 어울리기 때문입니다.,초코,초콜릿,['ICE 초코'],X,X
VN12RC045_VN0322_20210828.wav,"우리는 흑당 라떼 세 잔과, 수박 스무디 한 잔이랑 청포도 주스 두 잔, 그리고 딸기 팥빙수를 주문했어요.","우리는 흑당 라대 세찬과 수박, 스무디 한찬이랑 청포도, 주스 두찬 그리고 다른 기핑, 밥핑수를 주문했어요.","우리는 흑당 라대 세찬과 수박, 스무디 한찬이랑 청포도, 주스 두찬 그리고 다른 기핑, 밥핑수를 주문했어요.",라떼,"['치즈 케익', '초코 케익', '허니브레드', '마카다미아 쿠키', '초콜릿 쿠키', '소금빵']",X,X
VN12RC045_VN0476_20211112.wav,"우리는 흑당 라떼 세 잔과, 수박 스무디 한 잔이랑 청포도 주스 두 잔, 그리고 딸기 팥빙수를 주문했어요.","우리는 흑당 라데스의 잔과 수박 스무디 한 잔 일ang, 정보도 주수 도찬 그리고 딸기 박빙소를 주문했어요.","우리는 흑당 라데스의 잔과 수박 스무디 일ang, 정보도 주수 도찬 그리고 딸기 박빙소를 주문했어요.",라떼,"['치즈 케익', '초코 케익', '허니브레드', '마카다미아 쿠키', '초콜릿 쿠키', '소금빵']",X,X
CN20QB228_CN0282_20210818.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '간식을 자주 먹나요? 어떤 간식을 좋아하나요? 그 간식을 좋아하는 이유는 무엇인가요?', 'AnswerLabelText': '저는 간식을 자주 먹는 편이 아닌데 그래도 초콜릿 좋아해서 초코파이 좋아해요', 'SentenceSpeechLV': '상'}",저는 간식을 자주 먹는 편이 아닌데 그래도 초코레 좋아해서 초코파에 좋아해요.,초코,"초코, 초콜릿",['ICE 초코'],O,O
CN10QC278_CN0121_20210801.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '지금 입고 있는 옷의 종류와 색깔에 대해 얘기해 주세요. 이 옷을 언제, 어떻게 갖게 되었나요?', 'AnswerLabelText': '지금 입고 있는 잠옷입니다 잠옷은 파란색이고 그 위에 복숭아 무늬가 있습니다 이 잠옷은 제가 두 달 전에 쇼핑했을 때 사는 거에요', 'SentenceSpeechLV': '중'}",지금 입고 있는 자모입니다. 자모는 파란색이고 그 위에 복숭아 문을 가 있습니다. 이 자모는 제가 두 달 전에 쇼핑했을 때 사는 거예요.,지금 입고 있는 자모입니다. 자모는 파란색이고 그 위에 복숭아 문을 가 있습니다. 아이스티 자모는 제가 두 달 전에 쇼핑했을 때 사는 거예요.,복숭아,['복숭아 아이스티'],O,O
VN12RC045_VN0094_20210803.wav,"우리는 흑당 라떼 세 잔과, 수박 스무디 한 잔이랑 청포도 주스 두 잔, 그리고 딸기 팥빙수를 주문했어요.","우리는 아이스, 아메리카노, 세천과, 소박, 스모티, 한잔, 다이기, 생크림, 개이크와 와플을 주문했어요.",ICE 아메리카노,라떼,['ICE 아메리카노'],X,O
EX20QB228_EX0071_20210801.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '간식을 자주 먹나요? 어떤 간식을 좋아하나요? 그 간식을 좋아하는 이유는 무엇인가요?', 'AnswerLabelText': '간식을 자주 먹어요 제일 좋아하는 간식은 킨더 초콜릿이에요 어릴 때부터 많이 먹었던 맛이라서 적응이 잘 됐어요', 'SentenceSpeechLV': '중'}",간직을 자주 먹어요. 제일 좋아하는 간직은 킨 더 주콜릿이에요. 어릴때부터 많이 먹었던 맛이라서 적응이 잘됐어요.,간직을 자주 먹어요. 제일 좋아하는 간직은 킨 더 초콜릿 어릴때부터 많이 먹었던 맛이라서 적응이 잘됐어요.,초콜릿,"['치즈 케익', '초코 케익', '허니브레드', '마카다미아 쿠키', '초콜릿 쿠키', '소금빵']",O,O
TH12RC045_TH0112_20210807.wav,"우리는 아이스 아메리카노 세 잔과, 사과 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했어요.",우리는 아이스 앰웨이 간 우세잔과 사과 스무디 안전 그리고 딸기 생크림 개그를 주문했어요.,ICE 우리는 ICE 앰웨이 간 우세잔과 사과 스무디 안전 그리고 딸기 생크림 개그를 주문했어요.,아메리카노,['ICE 초코'],X,X
TH30QA299_TH0179_20211025.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '한국에서 카페에 가본 적이 있나요? 누구와 왜 갔나요? 무엇을 마셨나요?', 'AnswerLabelText': '네 가본 적이 있어요 보통 친구들이랑 갔어요 그리고 제가 카페라떼를 마셨어요', 'SentenceSpeechLV': '상'}","네, 가본 적이 있어요. 포통 친구들이랑 갔어요. 그리고 제가 카페 라트를 마셨어요.","네, 가본 적이 있어요. 포통 친구들이랑 갔어요. 그리고 제가 디카페인 라트를 마셨어요.","라떼, 카페라떼","['디카페인 아메리카노', '디카페인 카페라떼', 'ICE 디카페인 아메리카노', 'ICE 디카페인 카페라떼']",O,O
VN12RC045_VN0433_20211027.wav,"우리는 흑당 라떼 세 잔과, 수박 스무디 한 잔이랑 청포도 주스 두 잔, 그리고 딸기 팥빙수를 주문했어요.","우리는 흙탕, 롯데새찬과 수박스무대 한잔이랑 전포도 주스두찬 그리고 딸기 파핑술을 주문했어요.","우리는 흙탕, 롯데새찬과 수박스무대 한잔이랑 전포도 주스두찬 그리고 딸기 파핑술을 주문했어요.",라떼,"['치즈 케익', '초코 케익', '허니브레드', '마카다미아 쿠키', '초콜릿 쿠키', '소금빵']",X,X
CN12RC045_CN0121_20210730.wav,"우리는 아이스 아메리카노 세 잔과, 산딸기 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했어요.",우리는 아이사 아메리카노 세정과 산다기스 모디 한장 그리고 딱히 승그림 케이크를 주묘했어요.,아메리카노,아메리카노,['아메리카노'],O,O
CN30QA233_CN0132_20210801.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '한국의 후식 중에 좋아하는 것은 무엇이고 그 이유는 무엇입니까?', 'AnswerLabelText': '저는 한국의 후식 중에 치즈케이크랑 와플이랑 티라미수 같은 디저트가 가장 좋아해요 왜냐하면 아이스 아메리카노랑 같이 먹으면 잘 어울려요', 'SentenceSpeechLV': '중'}","저는 한국의 호시 중에 치즈케이크랑 와플, 리랑, 티라미슐 같은 디저트가 가장 좋아해요. 왜냐하면 아이스 아메리카노와 같이 먹으면 잘 어울려요.",ICE 아메리카노,아메리카노,['ICE 아메리카노'],O,O
EX12RC045_EX0154_20210806.wav,"우리는 아이스 아메리카노 세 잔과, 수박 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했어요.","우리는 아이사메리카노 세장과 수박, 수무디, 한잔, 그리고 딸기 생크림, 케이크를 주문했어요.","우리는 아이사메리카노 세장과 수박, 수무디, 한잔, 그리고 딸기 생크림, 케이크를 주문했어요.",아메리카노,"['치즈 케익', '초코 케익', '허니브레드', '마카다미아 쿠키', '초콜릿 쿠키', '소금빵']",X,X
VN12RC046_VN0120_20210925.wav,"스무디를 시킨 친구는, 예전에 우유를 마시고 배가 아파 병원에 간 적이 있어서, 그 뒤로 우유가 든 라떼를 안 마신대요.",스무드일은 시킨 친구는 예전에 오로는 마시고 뼈가 아파 병어에 간 적이 있어서 그 뒤로 오로 가든 라데든 안 마신데요.,스무드일은 시킨 친구는 예전에 오로는 마시고 뼈가 아파 병어에 간 적이 있어서 그 뒤로 오로 가든 라데든 안 마신데요.,라떼,['ICE 카라멜마끼아또'],X,O
EX12RC045_EX0286_20210730.wav,"우리는 아이스 아메리카노 세 잔과, 수박 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했어요.","우리는 아이스아��리카노 세장과 수박, 스무지 한장, 그리고 다르게 생크림 깨까를 주문했어요.","ICE 우리는 ICE 세장과 수박, 스무지 한장, 그리고 다르게 생크림 깨까를 주문했어요.",아메리카노,['ICE 카라멜마끼아또'],X,O
