File,Ground_Truth,Raw_STT,Corrected_STT,Trigger_Keyword,Matched_Menu,교정성공(키워드보존),RAG성공(카테고리일치)
CN12RC045_CN0075_20210730.wav,"우리는 아이스 아메리카노 세 잔과, 산딸기 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했어요.",우리는 아이스 아메리카노 세산과 산달기 스무디 한산 그리고 딸기 승크림 케이크를 주문했어요,ICE 아메리카노,아메리카노,['ICE 아메리카노'],O,O
EX10QC242_EX0002_20210808.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '가장 좋아하는 음료수는 무엇인가요? 여름과 겨울에 특별히 마시는 음료수가 있나요?', 'AnswerLabelText': '저는 물을 자주 마셔요 그런데 여름엔 너무 덥기 때문에 딸기 스무디 같은 과일 스무디를 즐겨 먹어요 겨울 때는 핫초코가 최고죠', 'SentenceSpeechLV': '중'}",저는 물을 자주 마셔요. 그런데 이러면 너무 덥기 때문에 닭이 스모틱 가뜬고 하겠으면 뒤를 즐겨 먹어요. 겨우 때는 핫 조고가 즐거져.,저는 물을 자주 마셔요. 그런데 이러면 너무 덥기 때문에 닭이 스모틱 가뜬고 하겠으면 뒤를 즐겨 먹어요. 겨우 때는 조고가 즐거져.,"초코, 핫초코",['복숭아 아이스티'],X,O
JP12RC045_JP0262_20211115.wav,"우리는 차가운 아메리카노 세 잔과, 수박 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했습니다.",우리는 차가운 워멜리카노 세장과 수박스모니 한장 그리고 딸기 생크림 개그를 주문했습니다.,ICE 우리는 ICE 워멜리카노 세장과 수박스모니 한장 그리고 딸기 생크림 개그를 주문했습니다.,아메리카노,"['ICE 아메리카노', 'ICE 카페라떼', 'ICE 바닐라라떼', 'ICE 연유라떼', 'ICE 카페모카', 'ICE 카라멜마끼아또', 'ICE 디카페인 아메리카노', 'ICE 디카페인 카페라떼']",O,O
VN12RC045_VN0331_20210825.wav,"우리는 흑당 라떼 세 잔과, 수박 스무디 한 잔이랑 청포도 주스 두 잔, 그리고 딸기 팥빙수를 주문했어요.",올이는 흑당 낙대 세찬과 소박스무디 한찬이랑 정포도 추습 두 잔 그리고 딸기 팟민수는 주문했어요.,올이는 흑당 낙대 세찬과 소박스무디 한찬이랑 정포도 추습 두 그리고 딸기 팟민수는 주문했어요.,라떼,"['치즈 케익', '초코 케익', '허니브레드', '마카다미아 쿠키', '초콜릿 쿠키', '소금빵']",X,X
CN20QB299_CN0003_20210820.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '외국에서는 가격이 비싼데, 한국에서 싼 것은 무엇인가요? 그 이유는 무엇이라고 생각하나요?', 'AnswerLabelText': '한국에서는 다른 나라보다 싼 것은 간식들인 거 같습니다 저는 한국에서 초콜릿이나 과자들이 저희 나라보다 좀 가격이 싼 편이라고 생각 듭니다', 'SentenceSpeechLV': '상'}",한국에서는 다른 나라보다 쌍구는 간식 들인 것 같습니다. 저는 한국에서 초콜레시나 과자들이 저희 나라보다 좀 가격이 쌍편이라고 생각 듭니다.,한국에서는 다른 나라보다 쌍구는 간식 들인 것 같습니다. 저는 한국에서 초콜레시나 과자들이 저희 나라보다 가격이 쌍편이라고 생각 듭니다.,초콜릿,['복숭아 아이스티'],X,X
VN12RC046_VN0041_20210924.wav,"스무디를 시킨 친구는, 예전에 우유를 마시고 배가 아파 병원에 간 적이 있어서, 그 뒤로 우유가 든 라떼를 안 마신대요.",스무 띄우 시킨 친구는 예전에 우유를 마시고 대가 아파 병원에 간 적이 있어서 그 뒤에 우유가 뜰렀대를 안 마신데요.,스무 띄우 시킨 친구는 예전에 우유를 마시고 대가 아파 병원에 간 적이 있어서 그 뒤에 우유가 뜰렀대를 안 마신데요.,라떼,"['카페라떼', '바닐라라떼', '연유라떼', '카페모카', '카라멜마끼아또', 'ICE 카페라떼', 'ICE 바닐라라떼', 'ICE 연유라떼', 'ICE 카페모카', 'ICE 카라멜마끼아또']",O,O
JP13RC062_JP0171_20210801.wav,"어떻게 하면 친구를 깜짝 놀라게 해 줄 수 있을까 고민하다가, 제가 직접 쿠키와 빵을 만들어 주기로 결심했습니다. ",어떻게 하면 친구를 깜짝 놀라게 해줄 수 있을까 고민하다가 제가 직접 크키와 빵을 만들어주기로 결심했습니다.,어떻게 하면 친구를 깜짝 놀라게 해줄 수 있을까 고민하다가 제가 직접 크키와 빵을 만들어주기로 결심했습니다.,쿠키,"['치즈 케익', '초코 케익', '허니브레드', '마카다미아 쿠키', '초콜릿 쿠키', '소금빵']",O,O
CN30QA299_CN0363_20211011.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '한국에서 카페에 가본 적이 있나요? 누구와 왜 갔나요? 무엇을 마셨나요?', 'AnswerLabelText': '카페는 매일매일 갔죠 항상 혼자 가고 아이스 아메리카노 한 잔 시켜 먹습니다', 'SentenceSpeechLV': '상'}",카페는 매일매일 갔죠. 항상 혼자 가고 아이스 아메리카노 한잔 시켜 먹습니다.,ICE 아메리카노,아메리카노,['ICE 아메리카노'],O,O
JP12RC045_JP0061_20210730.wav,"우리는 차가운 아메리카노 세 잔과, 수박 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했습니다.",우리는 차가운 아메리카노 세장과 수박수무디 한잔 그리고 딸기 생크림케이크를 주문했습니다.,ICE 아메리카노,아메리카노,['ICE 아메리카노'],O,O
CN30QA299_CN0263_20210816.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '한국에서 카페에 가본 적이 있나요? 누구와 왜 갔나요? 무엇을 마셨나요?', 'AnswerLabelText': '어/ 한국에서 카페 가본 적은 엇 덤으로요 가끔 가요 많이는 가지 않아요 남편과 같이 가서 저는 으 저기 레몬 아이스티만 마셔요 커피는 안 좋아해요', 'SentenceSpeechLV': '중'}",한국에서 카페 가벼운 적은 더무러요. 가끔가요. 많이 가지 않아요. 남편과 같이 가서 저는 저기 레몬 아이스팅만 아세요. 커피는 안 좋아해요.,ICE 한국에서 디카페인 가벼운 적은 더무러요. 가끔가요. 많이 가지 않아요. 남편과 같이 가서 저는 레몬차 ICE 아세요. 커피는 안 좋아해요.,아이스티,"['ICE 아메리카노', 'ICE 카페라떼', 'ICE 바닐라라떼', 'ICE 연유라떼', 'ICE 카페모카', 'ICE 카라멜마끼아또', 'ICE 초코', 'ICE 녹차라떼', 'ICE 곡물라떼', 'ICE 캐모마일']",X,O
JP20QB228_JP0160_20210830.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '간식을 자주 먹나요? 어떤 간식을 좋아하나요? 그 간식을 좋아하는 이유는 무엇인가요?', 'AnswerLabelText': '저는 자주 먹는 간식은 초콜릿예요 초콜릿은 옛날부터 너무 좋아서 간식 때 먹어요', 'SentenceSpeechLV': '상'}",저는 짜증 먹는 간식은 저컬이에요. 저컬이는 옛날부터 너무 좋아서 간식테먹어요.,저는 짜증 먹는 간식은 저컬이에요. 저컬이는 옛날부터 너무 좋아서 간식테먹어요.,초콜릿,"['치즈 케익', '초코 케익', '허니브레드', '마카다미아 쿠키', '초콜릿 쿠키', '소금빵']",O,O
JP10QC271_JP0175_20210818.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '가장 좋아하는 과일이 무엇인가요? 왜 그 과일을 좋아하나요?', 'AnswerLabelText': '가장 좋아하는 과일이 말랑 복숭아고 일본에서도 자주 먹었었고 지금 막 먹을 수 있는 과일이라서 더 좋아하는 거 같습니다', 'SentenceSpeechLV': '상'}",가장 좋아하는 과일이 말랑 복숭하고 일본에서도 자주 먹었고 지금 마음 먹을 수 있는 과일이라서 더 좋아하는 것 같습니다.,가장 좋아하는 과일이 말랑 복숭하고 일본에서도 자주 먹었고 지금 마음 먹을 수 있는 과일이라서 더 좋아하는 것 같습니다.,복숭아,"['치즈 케익', '초코 케익', '허니브레드', '마카다미아 쿠키', '초콜릿 쿠키', '소금빵']",X,O
JP20QB228_JP0004_20210922.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '간식을 자주 먹나요? 어떤 간식을 좋아하나요? 그 간식을 좋아하는 이유는 무엇인가요?', 'AnswerLabelText': '간식을 좋아합니다 초콜릿을 좋아합니다 달달하고 피곤했을 때 당분 섭취가 돼서 피곤함이 가시니까요', 'SentenceSpeechLV': '상'}",간식을 좋아합니다 초콜릿을 좋아합니다. 달달하고 피곤했을 때 단분 섭취가 돼서 피곤함이 가시니까요.,간식을 좋아합니다 초콜릿 좋아합니다. 달달하고 피곤했을 때 단분 섭취가 돼서 피곤함이 가시니까요.,초콜릿,"['치즈 케익', '초코 케익', '허니브레드', '마카다미아 쿠키', '초콜릿 쿠키', '소금빵']",O,O
TH12RC045_TH0047_20210731.wav,"우리는 아이스 아메리카노 세 잔과, 사과 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했어요.",우리는 아이스 아메리카노 세장과 사과 스무티란장 그리고 딸기 생크림 케이크를 주문했어요.,ICE 아메리카노,아메리카노,['ICE 아메리카노'],O,O
EN10QC242_EN0144_20211027.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '가장 좋아하는 음료수는 무엇인가요? 여름과 겨울에 특별히 마시는 음료수가 있나요?', 'AnswerLabelText': '제가 가장 좋아하는 음료수는 커피인 것 같아요 여름에는 아이스 커피를 많이 먹는데 날씨 추워지고 따뜻한 아메리카노 먹는 것도 좋아해요', 'SentenceSpeechLV': '상'}",제가 가장 좋아하는 음료수는 커피인 것 같아요. 여름에는 아이스 커피를 많이 먹는데 날씨 추워지고 다트탄아��리카노 먹는 것도 좋아해요.,ICE 제가 가장 좋아하는 음료수는 커피인 것 같아요. 여름에는 ICE 커피를 많이 먹는데 날씨 추워지고 다트탄아��리카노 먹는 것도 좋아해요.,아메리카노,"['ICE 아메리카노', 'ICE 카페라떼', 'ICE 바닐라라떼', 'ICE 연유라떼', 'ICE 카페모카', 'ICE 카라멜마끼아또', 'ICE 디카페인 아메리카노', 'ICE 디카페인 카페라떼']",O,O
JP12RC045_JP0161_20210802.wav,"우리는 차가운 아메리카노 세 잔과, 수박 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했습니다.",우리는 차가운 아메리카노 세 장과 수박수무디의 한잔 그리고 딸기 생크림케이크를 주문했습니다.,ICE 아메리카노,아메리카노,['ICE 아메리카노'],O,O
CN12RC045_CN0237_20210823.wav,"우리는 아이스 아메리카노 세 잔과, 산딸기 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했어요.",모리는 아이스 아메리카노 색장과 선�달기 스무티 한잔 그리고 딸기 생크림 티크를 주문했어요,ICE 아메리카노,아메리카노,['ICE 아메리카노'],O,O
EX12RC045_EX0867_20211020.wav,"우리는 아이스 아메리카노 세 잔과, 수박 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했어요.","우리는 아이스 아메리카노, 세찬과 소박스무티 한잔 그리고 딸기생크림 케이크를 주문했어요.",ICE 아메리카노,아메리카노,['ICE 아메리카노'],O,O
JP12RC045_JP0018_20210730.wav,"우리는 차가운 아메리카노 세 잔과, 수박 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했습니다.",우리는 차가운 아메리카노 세 장과 수박수무티 한 장 그리고 딸기 생크림 케이크를 주문했습니다.,ICE 아메리카노,아메리카노,['ICE 아메리카노'],O,O
EN12RC045_EN0106_20211020.wav,"우리는 아이스 아메리카노 세 잔과, 수박 스무디 한 잔, 딸기 생크림 케이크와 와플을 주문했어요.",우리는 아이스크림 아메리카노 세장과 수박 스무디 한잔 딸기생 크림 케이크와 와플을 주문했어요.,ICE 아메리카노,아메리카노,['ICE 아메리카노'],O,O
CN12RC045_CN0426_20211013.wav,"우리는 아이스 아메리카노 세 잔과, 산딸기 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했어요.",우리는 아이스 아메리카노 세 장과 산달기 스무디 한잔 그리고 딸기 스무디 케익을 주문했어요.,ICE 아메리카노,아메리카노,['ICE 아메리카노'],O,O
EN12RC045_EN0030_20210806.wav,"우리는 아이스 아메리카노 세 잔과, 수박 스무디 한 잔, 딸기 생크림 케이크와 와플을 주문했어요.",우리는 아이스메이카노 세 장과 수박스무기 한 잔 딸기생 크림 케이크와 워플 주문했어요,ICE 우리는 ICE메이카노 세 장과 수박스무기 한 잔 딸기생 크림 케이크와 워플 주문했어요,아메리카노,['ICE 아메리카노'],O,O
TH12RC045_TH0284_20211107.wav,"우리는 아이스 아메리카노 세 잔과, 사과 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했어요.",우리는 아이스 아메리카노 세 전과 사과 수부티 한잔 그리고 날기 생크림 케이크를 주문했어요.,ICE 아메리카노,아메리카노,['ICE 아메리카노'],O,O
JP30QA299_JP0110_20210830.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '한국에서 카페에 가본 적이 있나요? 누구와 왜 갔나요? 무엇을 마셨나요?', 'AnswerLabelText': '저는 한국에서 카페를 가본 적이 있어요 친구랑 갔는데 핫초코를 마셨어요', 'SentenceSpeechLV': '상'}",저는 한국에서 가비를 가본 적이 있어요. 친구랑 갔는데 핫초코를 마셨어요.,저는 한국에서 가비를 가본 적이 있어요. 친구랑 갔는데 초코 마셨어요.,"초코, 핫초코",['ICE 초코'],O,O
VN12RC045_VN0219_20211103.wav,"우리는 흑당 라떼 세 잔과, 수박 스무디 한 잔이랑 청포도 주스 두 잔, 그리고 딸기 팥빙수를 주문했어요.","우리는 흑당 라대 세찬과 수박, 스무티, 한잔이랑 청포도 조수 노잔, 그리고 단기 바퀸술은 출문했어요.","우리는 흑당 라대 세찬과 수박, 스무티, 한잔이랑 청포도 조수 노잔, 그리고 단기 바퀸술은 출문했어요.",라떼,"['치즈 케익', '초코 케익', '허니브레드', '마카다미아 쿠키', '초콜릿 쿠키', '소금빵']",X,X
JP10QC242_JP0197_20210829.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '가장 좋아하는 음료수는 무엇인가요? 여름과 겨울에 특별히 마시는 음료수가 있나요?', 'AnswerLabelText': '음/ 많이 안 먹지만 여름에는 자몽주스가 시원하고 상쾌하고 맛있어요 겨울에는 유자차 따뜻하고 달콤하고 맛있어요', 'SentenceSpeechLV': '중'}",많이 안 먹지만 여름에는 자몽주스가 시원하고 상쾌하고 맛있어요 초래는 유자자 따뜻하고 딸고 마고 맛있어요,많이 안 먹지만 여름에는 자몽주스가 시원하고 상쾌하고 맛있어요 초래는 유자차 따뜻하고 딸고 마고 맛있어요,유자차,['유자차'],O,O
EX30QA233_EX0557_20211011.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '한국의 후식 중에 좋아하는 것은 무엇이고 그 이유는 무엇입니까?', 'AnswerLabelText': '저는 아이스티가 가장 좋습니다 왜냐 un/ 아이스티가 달달하고 어/ 느끼함이랑 배부름을 싹 가라앉히는 거 같아서 좋습니다', 'SentenceSpeechLV': '상'}",저는 아이스틱을 가장 좋아합니다. 아이스틱은 달달하고 느끼함이랑 배부름을 착한 것 같아서 좋습니다.,ICE 저는 ICE 가장 좋아합니다. ICE 달달하고 느끼함이랑 배부름을 착한 것 같아서 좋습니다.,아이스티,"['ICE 초코', 'ICE 녹차라떼', 'ICE 곡물라떼', 'ICE 캐모마일', 'ICE 페퍼민트', 'ICE 레몬차', 'ICE 유자차']",X,O
JP13RC062_JP0038_20210731.wav,"어떻게 하면 친구를 깜짝 놀라게 해 줄 수 있을까 고민하다가, 제가 직접 쿠키와 빵을 만들어 주기로 결심했습니다. ",어떻게 하면 친구를 깜짝 놀라게 해줄 수 있을까 고민하다가 제가 직접 쿠키와 빵을 만들어주기로 결심했습니다.,마카다미아 쿠키,쿠키,['마카다미아 쿠키'],O,O
VN12RC046_VN0005_20210801.wav,"스무디를 시킨 친구는, 예전에 우유를 마시고 배가 아파 병원에 간 적이 있어서, 그 뒤로 우유가 든 라떼를 안 마신대요.",스무티를 시킨 친구는 예전에 커피를 마시고 배가 아파 병원에 간 경험이 있어서 그 뒤로 커피를 저있대로 안 마신데요.,스무티를 시킨 친구는 예전에 커피를 마시고 배가 아파 병원에 간 경험이 있어서 그 뒤로 커피를 저있대로 안 마신데요.,라떼,"['아메리카노', '카페라떼', '바닐라라떼', '연유라떼', '카페모카', '카라멜마끼아또', '에스프레소', 'ICE 아메리카노', 'ICE 카페라떼', 'ICE 바닐라라떼']",O,O
CN10QC273_CN0165_20211026.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '아플 때 꼭 먹는 음식이 있나요? 왜 아플 때 그 음식을 먹나요?', 'AnswerLabelText': '나는 아플 때 초콜릿을 먹는 것입니다 왜냐하면 초콜릿을 먹으면 더 아프다고 들었기 때문입니다', 'SentenceSpeechLV': '상'}",나는 아플 때 척 허리스를 먹는 것입니다. 왜냐하면 척 허리스를 끌면 더 아프다고 들었기 때문입니다.,나는 아플 때 척 허리스를 먹는 것입니다. 왜냐하면 척 허리스를 끌면 더 아프다고 들었기 때문입니다.,초콜릿,['ICE 디카페인 아메리카노'],X,X
EX20QB228_EX0982_20211109.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '간식을 자주 먹나요? 어떤 간식을 좋아하나요? 그 간식을 좋아하는 이유는 무엇인가요?', 'AnswerLabelText': '사실은 간식을 자주 먹는 편이 아니에요 그러나 가끔은 칩스나 아니면 초콜릿 바를 많이 먹는 편입니다 그 이유는 가끔만 공부할 때마다 어떤 당류가 필요할 때 그/ 초코바를 먹었습니다', 'SentenceSpeechLV': '상'}",사실은 간식을 자주 먹는 편이 아니에요. 그러나 가끔한 칩스나 아니면 초콜릿바�을 많이 먹는 편입니다. 그 이유는 가끔한 공부할 때마다 어떤 단룰을 필요할 때 그 초콜릿바른먹었습니다.,사실은 간식을 자주 먹는 편이 아니에요. 그러나 가끔한 칩스나 아니면 초콜릿 많이 먹는 편입니다. 그 이유는 가끔한 공부할 때마다 어떤 단룰을 필요할 때 그 초콜릿,"초코, 초콜릿","['치즈 케익', '초코 케익', '허니브레드', '마카다미아 쿠키', '초콜릿 쿠키', '소금빵']",O,O
CN12RC045_CN0432_20211015.wav,"우리는 아이스 아메리카노 세 잔과, 산딸기 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했어요.","우리는 아이스 아메리카노, 세 장과 산달기 스무디 한 잔 그리고 딸기 생크림 케이크를 주문했어요.",ICE 아메리카노,아메리카노,['ICE 아메리카노'],O,O
EN30QA299_EN0093_20211105.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '한국에서 카페에 가본 적이 있나요? 누구와 왜 갔나요? 무엇을 마셨나요?', 'AnswerLabelText': '아니요 저는 한국에서 카페에 가본 적이 없어요 어/ 그런데 최근에 클래스메이트랑 같이 카페에 가서 카페라떼를 마셨어요', 'SentenceSpeechLV': '중'}","아니요, 저는 한국에서 카페에 가본 적이 없어요. 그런데 최근에 크라스메트랑 같이 카페에 가서 카페 라테를 마셨어요.","아니요, 저는 한국에서 카페에 가본 적이 없어요. 그런데 최근에 크라스메트랑 같이 카페에 가서 디카페인 라테를 마셨어요.","라떼, 카페라떼",['디카페인 아메리카노'],X,O
VN30QA299_VN0436_20211029.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '한국에서 카페에 가본 적이 있나요? 누구와 왜 갔나요? 무엇을 마셨나요?', 'AnswerLabelText': '한국에서 카페 가본 적이 있어요 친구랑 가봤어요 거기 가서 저는 카페라떼 마셨어요', 'SentenceSpeechLV': '중'}",한국에서 커피 가본 적이 있어요. 징고랑 가 봤어요. 거기 가서 저는 커피라데에 맛있어요.,한국에서 커피 가본 적이 있어요. 징고랑 가 봤어요. 거기 가서 저는 커피라데에 맛있어요.,"라떼, 카페라떼","['아메리카노', '카페라떼', '바닐라라떼', '연유라떼', '카페모카', '카라멜마끼아또', '에스프레소', 'ICE 아메리카노', 'ICE 카페라떼', 'ICE 바닐라라떼']",O,O
JP30QA299_JP0263_20211109.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '한국에서 카페에 가본 적이 있나요? 누구와 왜 갔나요? 무엇을 마셨나요?', 'AnswerLabelText': '한국은 예쁜 카페가 많아서 자주 가요 친구들이랑도 가고 혼자서도 갑니다 저는 커피를 좋아해서 항상 아메리카노나 카페라테를 마셔요', 'SentenceSpeechLV': '중'}",한국은 예쁜 가벼가 많아서 자주 가요. 친구들란도 가고 혼자서도 갑니다. 저는 커피를 좋아해서 항상 아메리카노나 가벼 라떼에 마셔요.,아메리카노,아메리카노,['아메리카노'],O,O
VN10QC242_VN0090_20210811.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '가장 좋아하는 음료수는 무엇인가요? 여름과 겨울에 특별히 마시는 음료수가 있나요?', 'AnswerLabelText': '어/ 가장 좋아하는 음료수는 물이에요 근데 특별히 여름에 어/ 더워서 그/ 과일 맛 에이드를 마시면 딱 시원해질 거예요 어/ 반대면 겨울에 어/ 제일 자주 마시는 음료수가 어/ 유자차예요', 'SentenceSpeechLV': '중'}",가장 좋아하는 음요수는 무디예요. 근데 특별히 여름에 더워서 그 과일 맛 에이드를 마시면 딱 시원해체 지거예요. 반대면 겨울에 제 자주 맛있는 음요수가 요자 차예요.,가장 좋아하는 음요수는 무디예요. 근데 특별히 여름에 더워서 그 과일 맛 에이드를 마시면 딱 시원해체 지거예요. 반대면 겨울에 제 자주 맛있는 음요수가 요자 차예요.,유자차,"['핫초코', '녹차라떼', '곡물라떼', 'ICE 초코', 'ICE 녹차라떼', 'ICE 곡물라떼', '캐모마일', '페퍼민트', '레몬차', '유자차']",O,O
CN12RC045_CN0500_20211024.wav,"우리는 아이스 아메리카노 세 잔과, 산딸기 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했어요.",우리는 아이사메리카노 세찬과 산다기 스몰이 한잔 그리고 딸기승크림 케이크를 주문했어요.,우리는 아이사메리카노 세찬과 산다기 스몰이 한잔 그리고 딸기승크림 케이크를 주문했어요.,아메리카노,['아메리카노'],O,O
VN12RC046_VN0007_20210805.wav,"스무디를 시킨 친구는, 예전에 우유를 마시고 배가 아파 병원에 간 적이 있어서, 그 뒤로 우유가 든 라떼를 안 마신대요.",스무티르 식진진구는 예전에 커피를 마시고 배가 아파 평원에 간 경험이 있어서 그 뒤로 커피를 저재대로 안 마신데요.,스무티르 식진진구는 예전에 커피를 마시고 배가 아파 평원에 간 경험이 있어서 그 뒤로 커피를 저재대로 안 마신데요.,라떼,"['아메리카노', '카페라떼', '바닐라라떼', '연유라떼', '카페모카', '카라멜마끼아또', '에스프레소', 'ICE 아메리카노', 'ICE 카페라떼', 'ICE 바닐라라떼']",O,O
EX12RC045_EX0615_20211003.wav,"우리는 아이스 아메리카노 세 잔과, 수박 스무디 한 잔, 그리고 딸기 생크림 케이크를 주문했어요.","우리는 아이스 아미를 간 후 세 장과 수박, 숨어디 한 잔 그리고 딸기선 크림 케이크를 주문했어요.","ICE 우리는 ICE 아미를 간 후 세 장과 수박, 숨어디 한 잔 그리고 딸기선 크림 케이크를 주문했어요.",아메리카노,['ICE 초코'],X,X
VN12RC045_VN0230_20210808.wav,"우리는 흑당 라떼 세 잔과, 수박 스무디 한 잔이랑 청포도 주스 두 잔, 그리고 딸기 팥빙수를 주문했어요.",우리는 아이스 아메리 간호 세잔과 소박수모디 한잔 딸기 생크림 케이크와 와블널 주문했어요.,ICE 우리는 ICE 아메리 간호 세잔과 소박수모디 한잔 딸기 생크림 케이크와 와블널 주문했어요.,라떼,['ICE 초코'],X,X
CN30QA299_CN0076_20210810.wav,"{'Reading': '', 'ReadingLabelText': '', 'Question': '한국에서 카페에 가본 적이 있나요? 누구와 왜 갔나요? 무엇을 마셨나요?', 'AnswerLabelText': '카페에 가본 적 있습니다 친구랑 공부하거나 이야기 나눌 때 카페 갑니다 아이스 아메리카노나 카페라테를 마십니다', 'SentenceSpeechLV': '중'}",카페에 가본 적 있습니다. 친구랑 공부하거나 이야기 나눌때 카페가 갑니다. 아이스 아메리커노 카페 라 때를 마십니다.,ICE 카페에 가본 적 있습니다. 친구랑 공부하거나 이야기 나눌때 카페가 갑니다. ICE 아메리커노 디카페인 곡물라떼 때를 마십니다.,아메리카노,['ICE 디카페인 아메리카노'],O,O
JP13RC062_JP0056_20210802.wav,"어떻게 하면 친구를 깜짝 놀라게 해 줄 수 있을까 고민하다가, 제가 직접 쿠키와 빵을 만들어 주기로 결심했습니다. ",어떻게 하면 친구를 깜짝 놀라게 해줄 수 있을까 고민하다가 제가 직접 크기와 빵을 만들어주기로 결심했습니다.,어떻게 하면 친구를 깜짝 놀라게 해줄 수 있을까 고민하다가 제가 직접 크기와 빵을 만들어주기로 결심했습니다.,쿠키,"['치즈 케익', '초코 케익', '허니브레드', '마카다미아 쿠키', '초콜릿 쿠키', '소금빵']",O,O
